Unnamed: 0,BTC,ETH,MATIC,DOT,DOGE,SHIB,CFX,STX,AGIX,ATOM,FTM,SOL,QNT,LRC,BABYDOGE,FLOKI,CATE,ELON,SAND,GALA,MANA,GMX,LDO,CRO,VOLT,TSUKA,KISHU,QOM,PIT,AKITA,XLM,AVAX,TRX,ZIL,CHZ,NEO,LTC,GNS,VTHO,BNT,MBOX,GRT,BICO
2023-03-14 08:00:00+00:00,"[0.3582807856210428, 0.12942205849054625, -0.3947795797617243, -0.1982312260967187, -0.5758222961306741, -0.3923035222718053, -0.1707820198122101, -0.0886641124880556]","[-0.5758222961306741, -0.3923035222718053, -0.3464192710029555, -0.23258966164011052, 0.3582807856210428, 0.12942205849054625, -0.10442668524704983, -0.08497904115252185]","[0.6695190502700504, 0.28949272994556596, -0.5758222961306741, -0.3923035222718053, -0.5231742324214355, -0.2278605246952053, -0.47969903227760197, -0.4258410594308919]","[-0.5758222961306741, -0.3923035222718053, -0.47969903227760197, -0.4258410594308919, -0.10442668524704983, -0.08497904115252185, 0.9847769324758374, 0.0988875407619367]","[-0.5894472494696191, -0.2364295717898541, -3.2553027553236697, -0.8624771833686377, -0.6129316468598315, -0.33565060043313005, -0.31205435941258564, -0.1914347541643377]","[-0.47969903227760197, -0.4258410594308919, -0.3514817575734415, -0.09465420474923746, -0.11634991185465371, -0.027607163295542945, -0.3464192710029555, -0.23258966164011052]","[-0.06490109898649771, -0.21322520534365821, 0.08500946870771028, -0.19879401836438762, 0.9067142671003425, -0.07415876665664649, -3.2553027553236697, -0.8624771833686377]","[-0.12464627724784222, -0.04579699329850636, 0.3582807856210428, 0.12942205849054625, -0.7914593755525859, -0.46496550797629993, -1.3380218405173028, -0.9757689304879511]","[-0.5758222961306741, -0.3923035222718053, 0.20593747029454262, -0.04293601033827025, -0.3744728442876711, -0.27239176235060314, -0.6442721107458272, -0.5735141403207268]","[-0.4041936172762155, -0.3757311711272822, -0.34055980795926555, -0.2536852887264112, 0.08500946870771028, -0.19879401836438762, 0.6695190502700504, 0.28949272994556596]","[0.6695190502700504, 0.28949272994556596, 0.3582807856210428, 0.12942205849054625, 0.29042477817416334, -0.11056229904544937, -0.22889917520207043, -0.10306655094365913]","[-0.12464627724784222, -0.04579699329850636, -0.22889917520207043, -0.10306655094365913, -0.3744728442876711, -0.27239176235060314, -0.4041936172762155, -0.3757311711272822]","[-0.4894692756890214, -0.22766601009928542, 0.9847769324758374, 0.0988875407619367, 0.017874064932169396, -0.0034951458946048453, -0.5231742324214355, -0.2278605246952053]","[-0.013914309036541396, -0.2163231361868805, 0.2286471753147564, -0.08720782921780403, -0.3744728442876711, -0.27239176235060314, 0.054845621133741786, 0.03771549361038254]","[-0.5894472494696191, -0.2364295717898541, -3.2553027553236697, -0.8624771833686377, -0.6129316468598315, -0.33565060043313005, -0.6364869865548305, -0.3621153703893438]","[-0.31205435941258564, -0.1914347541643377, -0.1304141464310707, -0.3142786374643072, -0.253591079989053, -0.15988156771975878, -0.16841915778241584, -0.3132842715918392]","[-0.10442668524704983, -0.08497904115252185, -3.2553027553236697, -0.8624771833686377, 0.0614711340328814, -0.10635479667307275, -0.6769716750746277, -0.3056653204460527]","[-0.8901085912516109, -0.3326251081989965, -0.06490109898649771, -0.21322520534365821, -0.3514817575734415, -0.09465420474923746, -0.22567350222525295, -0.34440324240682274]","[-0.31205435941258564, -0.1914347541643377, -0.330593124640316, -0.3914025376936501, -0.47969903227760197, -0.4258410594308919, -0.5611600468972275, -0.38314179844104884]","[-0.8901085912516109, -0.3326251081989965, -0.0066805098264785395, -0.16738753941891063, -0.023451209498331554, -0.0005129771729921195, -0.05107555648794641, -0.227019594683883]","[-0.10442668524704983, -0.08497904115252185, -0.330593124640316, -0.3914025376936501, -0.023451209498331554, -0.0005129771729921195, -0.5979226990377522, -0.3565321891688038]","[-0.1707820198122101, -0.0886641124880556, 0.3582807856210428, 0.12942205849054625, -0.3744728442876711, -0.27239176235060314, -0.3717027092124313, -0.2624805460108348]","[0.0614711340328814, -0.10635479667307275, -0.3002962939750669, -0.4151722743654128, -0.6129316468598315, -0.33565060043313005, -0.013914309036541396, -0.2163231361868805]","[-0.22889917520207043, -0.10306655094365913, -0.10442668524704983, -0.08497904115252185, -0.3521639371784157, -0.16742821112394915, -0.3420601700591855, -0.2210476172833369]","[0.12099016234685736, -0.24729656622055002, -0.04267348902939146, -0.021798786248794468, -0.11634991185465371, -0.027607163295542945, -0.23965726987388133, 0.29583462034356717]","[-0.35276395193446963, -0.06391347057181346, -0.12464627724784222, -0.04579699329850636, 0.0, 0.0, -4.351700330850172, -1.3442050818533198]","[-0.028885306710833794, -0.23327142099542475, -0.04098865556446246, -0.18318359002441464, -0.1001699567416107, -0.06130630801418184, -0.9274413529732702, 0.0059721288737408125]","[-0.12464627724784222, -0.04579699329850636, -0.3420601700591855, -0.2210476172833369, -0.4026884238282231, -0.09568244166962596, -1.610434004608127, -0.3523871805889306]","[-0.5231742324214355, -0.2278605246952053, 0.0, 0.0, 0.0, 0.0, -0.115891907801554, 0.45183697249622823]","[-0.14865700679817245, -0.1803463690417622, -0.5784388699519618, -0.2786063032676578, -0.04267348902939146, -0.021798786248794468, -2.0418661280651405, -0.574141704474604]","[0.3582807856210428, 0.12942205849054625, -0.3521639371784157, -0.16742821112394915, 0.0, 0.0, 0.1892695852553555, -0.06477754227403348]","[-0.028885306710833794, -0.23327142099542475, -0.3744728442876711, -0.27239176235060314, -0.12464627724784222, -0.04579699329850636, 0.20593747029454262, -0.04293601033827025]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.34055980795926555, -0.2536852887264112]","[-0.3521639371784157, -0.16742821112394915, -0.5758222961306741, -0.3923035222718053, -0.11022010872691208, -0.05112916762432862, -0.04108353107543948, -0.1715716382597165]","[-0.06490109898649771, -0.21322520534365821, -0.20521803182951062, -0.4000069536232632, -0.34055980795926555, -0.2536852887264112, -0.7018039163699631, -0.3127614134669602]","[-0.34055980795926555, -0.2536852887264112, 0.08500946870771028, -0.19879401836438762, -0.5894472494696191, -0.2364295717898541, -0.330593124640316, -0.3914025376936501]","[-0.11634991185465371, -0.027607163295542945, -0.47969903227760197, -0.4258410594308919, -0.31205435941258564, -0.1914347541643377, -0.4305633972763059, -0.22463931962099487]","[-0.06282750910774658, -0.008664317232785266, -0.34055980795926555, -0.2536852887264112, 0.20593747029454262, -0.04293601033827025, 0.5073099490317, -0.1567156417571127]","[-0.3420601700591855, -0.2210476172833369, 0.08500946870771028, -0.19879401836438762, 0.1508584161883749, -0.1833308523366628, -0.4358885554815697, -0.3482152231751406]","[-0.3717027092124313, -0.2624805460108348, -0.31205435941258564, -0.1914347541643377, -0.3514817575734415, -0.09465420474923746, -0.5799824836965556, -0.3598733140845576]","[-0.34055980795926555, -0.2536852887264112, -0.12464627724784222, -0.04579699329850636, -0.3002962939750669, -0.4151722743654128, -0.40417456916098415, -0.3235871579869627]","[-0.12464627724784222, -0.04579699329850636, -0.3521639371784157, -0.16742821112394915, -0.7914593755525859, -0.46496550797629993, -0.1304141464310707, -0.3142786374643072]","[-0.4305633972763059, -0.22463931962099487, -0.04098865556446246, -0.18318359002441464, -0.13636926598745752, -0.1487255088802211, -0.646611640506736, -0.2743024608780355]"
2023-03-14 09:00:00+00:00,"[-0.22185473436257303, 0.023721191216577658, 0.17033915578967831, -0.08817256247954175, -0.043986609857649434, -0.2887687374560102, 0.16480623220478657, -0.012780464748950835]","[-0.043986609857649434, -0.2887687374560102, 0.10349747353680747, -0.13231198951926493, -0.22185473436257303, 0.023721191216577658, 0.034238983492185654, -0.049284611309111916]","[-0.3355589345737901, 0.10071425143357181, -0.043986609857649434, -0.2887687374560102, -0.54821585525712, -0.32345498255993355, -0.10613738325345841, -0.3308870328666456]","[-0.043986609857649434, -0.2887687374560102, -0.10613738325345841, -0.3308870328666456, 0.034238983492185654, -0.049284611309111916, -0.24299494394045915, -0.003913626284229201]","[-0.250824429104575, -0.24072414893509647, -1.8105168965570864, -1.1411156644329334, -0.015442236412968388, -0.24034297189610412, -0.20391248995977157, -0.1951613221263375]","[-0.10613738325345841, -0.3308870328666456, -0.14147770451809594, -0.10867020099835753, 0.3420447080530382, 0.08321694310529532, 0.10349747353680747, -0.13231198951926493]","[0.3133303356355276, -0.05604614681308757, 0.05035259211488951, -0.12439742780729701, -0.6414779559959591, -0.24405980305775596, -1.8105168965570864, -1.1411156644329334]","[0.11053010489248356, 0.001050998019565828, -0.22185473436257303, 0.023721191216577658, -0.6203861136024594, -0.5110834700724338, 0.6254700053308302, -0.5064420963509415]","[-0.043986609857649434, -0.2887687374560102, 0.1688298013742261, 0.020530059182850557, -0.05657724076771995, -0.20806003252186342, 0.7006690293053437, -0.19640403027862022]","[0.04459491799116888, -0.25074302108902735, 0.06646044038311326, -0.15821152972960506, 0.05035259211488951, -0.12439742780729701, -0.3355589345737901, 0.10071425143357181]","[-0.3355589345737901, 0.10071425143357181, -0.22185473436257303, 0.023721191216577658, -0.7386262503568563, -0.2984948650604739, -0.3826336634814189, -0.1867347784808826]","[0.11053010489248356, 0.001050998019565828, -0.3826336634814189, -0.1867347784808826, -0.05657724076771995, -0.20806003252186342, 0.04459491799116888, -0.25074302108902735]","[-0.1883825530455367, -0.21594372039321413, -0.24299494394045915, -0.003913626284229201, -0.014068386118185543, -0.006666859267506085, -0.54821585525712, -0.32345498255993355]","[0.15926545899768976, -0.10421653013369266, -0.2705554178378074, -0.1421000826945158, -0.05657724076771995, -0.20806003252186342, -1.242881957390788, -0.3468017027811552]","[-0.250824429104575, -0.24072414893509647, -1.8105168965570864, -1.1411156644329334, -0.015442236412968388, -0.24034297189610412, -0.8437404308496894, -0.5053776247990474]","[-0.20391248995977157, -0.1951613221263375, 0.1677222151298857, -0.17074210273251458, 0.11610482383973889, -0.07739502083712071, -0.20363305593858452, -0.2806301266078543]","[0.034238983492185654, -0.049284611309111916, -1.8105168965570864, -1.1411156644329334, 0.04034758194991367, -0.062453416879465325, 0.2545735842837099, -0.13879604356060532]","[-0.3959191869981652, -0.3514654676065181, 0.3133303356355276, -0.05604614681308757, -0.14147770451809594, -0.10867020099835753, -0.4223067410421849, -0.3675858314103879]","[-0.20391248995977157, -0.1951613221263375, -0.2760238907770594, -0.3571063022347399, -0.10613738325345841, -0.3308870328666456, -0.1318652100842516, -0.3084353358895242]","[-0.3959191869981652, -0.3514654676065181, -0.06333520806617127, -0.13629396387923057, -0.053533219193362895, -0.016418859390920748, 0.03171121386032202, -0.14981244639839988]","[0.034238983492185654, -0.049284611309111916, -0.2760238907770594, -0.3571063022347399, -0.053533219193362895, -0.016418859390920748, -0.14810451635980526, -0.29452592678609213]","[0.16480623220478657, -0.012780464748950835, -0.22185473436257303, 0.023721191216577658, -0.05657724076771995, -0.20806003252186342, -0.4384780741921528, -0.31495558195314943]","[0.04034758194991367, -0.062453416879465325, 1.0445281378231697, 0.018477973487770825, -0.015442236412968388, -0.24034297189610412, 0.15926545899768976, -0.10421653013369266]","[-0.3826336634814189, -0.1867347784808826, 0.034238983492185654, -0.049284611309111916, -0.07837584061259248, -0.14081704416064844, 0.07970443619148793, -0.13128839586880509]","[0.015267318317437105, -0.16898304568257883, 0.14484803007657493, 0.02816982421611745, 0.3420447080530382, 0.08321694310529532, -1.5301535135085869, -0.2557319998585742]","[0.04177636338578735, -0.032253835654004186, 0.11053010489248356, 0.001050998019565828, 0.0, 0.0, -3.9895886214922927, -2.112589425161583]","[0.06620753968352054, -0.14391789537998803, 0.022246411354696637, -0.12181849287422096, 0.16563504204583224, 0.006678646706479143, 0.170704845814981, 0.055398830179973366]","[0.11053010489248356, 0.001050998019565828, 0.07970443619148793, -0.13128839586880509, 0.13653284665928067, -0.02617353661121354, 0.05728321137561834, -0.23050017476018042]","[-0.54821585525712, -0.32345498255993355, 0.0, 0.0, 0.0, 0.0, -0.08840104607904191, 0.2880645561440803]","[0.04008018023834706, -0.1144971789123126, 0.3067460759840196, -0.1041453589294162, 0.14484803007657493, 0.02816982421611745, 0.933883602909201, -0.1278298519860391]","[-0.22185473436257303, 0.023721191216577658, -0.07837584061259248, -0.14081704416064844, 0.0, 0.0, 0.10307631093255529, -0.014497547768076583]","[0.06620753968352054, -0.14391789537998803, -0.05657724076771995, -0.20806003252186342, 0.11053010489248356, 0.001050998019565828, 0.1688298013742261, 0.020530059182850557]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646044038311326, -0.15821152972960506]","[-0.07837584061259248, -0.14081704416064844, -0.043986609857649434, -0.2887687374560102, 0.016736888888798283, -0.03079365264063441, -0.27380696839965285, -0.202119241494233]","[0.3133303356355276, -0.05604614681308757, -0.07798679963176013, -0.30430620076775033, 0.06646044038311326, -0.15821152972960506, 0.04048173284299094, -0.207564261732659]","[0.06646044038311326, -0.15821152972960506, 0.05035259211488951, -0.12439742780729701, -0.250824429104575, -0.24072414893509647, -0.2760238907770594, -0.3571063022347399]","[0.3420447080530382, 0.08321694310529532, -0.10613738325345841, -0.3308870328666456, -0.20391248995977157, -0.1951613221263375, -0.25183950625342827, -0.23275650769258752]","[0.030495043547561756, 0.0030811157716592683, 0.06646044038311326, -0.15821152972960506, 0.1688298013742261, 0.020530059182850557, -1.2456971494466154, -0.48221359591333013]","[0.07970443619148793, -0.13128839586880509, 0.05035259211488951, -0.12439742780729701, -0.06431592564218716, -0.14777938860638143, -0.15763541306054504, -0.2915074429283289]","[-0.4384780741921528, -0.31495558195314943, -0.20391248995977157, -0.1951613221263375, -0.14147770451809594, -0.10867020099835753, 0.7165679713976486, -0.03966239973861267]","[0.06646044038311326, -0.15821152972960506, 0.11053010489248356, 0.001050998019565828, 1.0445281378231697, 0.018477973487770825, 0.07833339136698525, -0.20392434296149017]","[0.11053010489248356, 0.001050998019565828, -0.07837584061259248, -0.14081704416064844, -0.6203861136024594, -0.5110834700724338, 0.1677222151298857, -0.17074210273251458]","[-0.25183950625342827, -0.23275650769258752, 0.022246411354696637, -0.12181849287422096, 0.060770123104561966, -0.08609524555169158, 0.152232780584387, -0.14716313881399293]"
2023-03-14 10:00:00+00:00,"[0.10538743829900588, 0.04823462266998825, 1.2606344728974863, 0.3156363190459256, 0.11294090302260446, -0.1690702052292081, 1.2667087227246603, 0.37095180959660795]","[0.11294090302260446, -0.1690702052292081, 0.43650006214276377, 0.03780410342421337, 0.10538743829900588, 0.04823462266998825, 0.8608127954470767, 0.22343047932068752]","[-0.07759596383498576, 0.0470956046731705, 0.11294090302260446, -0.1690702052292081, 0.4557695928319015, -0.09145764370489526, 0.6436415421665875, -0.04079316605462587]","[0.11294090302260446, -0.1690702052292081, 0.6436415421665875, -0.04079316605462587, 0.8608127954470767, 0.22343047932068752, 0.10054230297246558, 0.027420290770479992]","[0.7358938804812435, 0.050611620000454, 1.9560349821978062, -0.23699548462642792, 0.5553470434230964, -0.0029778619708127523, 0.6792471336173533, 0.06596432375666639]","[0.6436415421665875, -0.04079316605462587, 0.4857390331204522, 0.06919991534077041, -0.5778286465802381, -0.11548148497477057, 0.43650006214276377, 0.03780410342421337]","[-0.3027815007751682, -0.1299698987575278, 0.13643801815095621, -0.04637420772653828, 0.6123764926925499, 0.01140435424982692, 1.9560349821978062, -0.23699548462642792]","[0.6840415155943876, 0.20595317799096116, 0.10538743829900588, 0.04823462266998825, 1.0606752157988995, -0.04520784985792911, 1.714231331143656, 0.15184736176988184]","[0.11294090302260446, -0.1690702052292081, 0.23261477099256203, 0.08418594525151574, 0.46836267092472145, -0.006120431184449095, 1.4964554102951524, 0.3091218308907085]","[0.8939694785950008, 0.09065647752850078, 0.3801840211869615, 0.002709928008201336, 0.13643801815095621, -0.04637420772653828, -0.07759596383498576, 0.0470956046731705]","[-0.07759596383498576, 0.0470956046731705, 0.10538743829900588, 0.04823462266998825, 0.5077321135078419, -0.05831639722826598, 1.815611968814331, 0.41134699461883434]","[0.6840415155943876, 0.20595317799096116, 1.815611968814331, 0.41134699461883434, 0.46836267092472145, -0.006120431184449095, 0.8939694785950008, 0.09065647752850078]","[0.5563706504185258, 0.014580629322035018, 0.10054230297246558, 0.027420290770479992, 0.01951925670898331, 0.001187753389901719, 0.4557695928319015, -0.09145764370489526]","[0.42594757009354367, 0.05444553340245781, 0.6528343360175417, 0.09558839597750012, 0.46836267092472145, -0.006120431184449095, 0.912928986268807, 0.028048724117129144]","[0.7358938804812435, 0.050611620000454, 1.9560349821978062, -0.23699548462642792, 0.5553470434230964, -0.0029778619708127523, 0.6343297596641265, -0.16751776744713356]","[0.6792471336173533, 0.06596432375666639, 0.9936775930941419, 0.17718971744804043, 0.24786129991730887, 0.020005526365798658, 1.0925074924862073, 0.12860616159509353]","[0.8608127954470767, 0.22343047932068752, 1.9560349821978062, -0.23699548462642792, 0.41052343916861306, 0.07923273757200341, 1.02548065568217, 0.20935421500210297]","[0.7474186192759218, -0.024513315726747278, -0.3027815007751682, -0.1299698987575278, 0.4857390331204522, 0.06919991534077041, 0.9242109864677042, 0.016617027151864017]","[0.6792471336173533, 0.06596432375666639, 0.652511894800505, -0.05675367517411886, 0.6436415421665875, -0.04079316605462587, 0.6851043531628459, -0.012525165121780667]","[0.7474186192759218, -0.024513315726747278, 0.16117315067987736, -0.04733801764794526, 0.058319767766776505, 0.005994137484735881, 0.928674802737519, 0.1726010357354461]","[0.8608127954470767, 0.22343047932068752, 0.652511894800505, -0.05675367517411886, 0.058319767766776505, 0.005994137484735881, 0.37031918782310846, -0.09644714025703728]","[1.2667087227246603, 0.37095180959660795, 0.10538743829900588, 0.04823462266998825, 0.46836267092472145, -0.006120431184449095, 0.512709339705603, -0.06848661455556082]","[0.41052343916861306, 0.07923273757200341, 0.42973515010345303, 0.1419083110394769, 0.5553470434230964, -0.0029778619708127523, 0.42594757009354367, 0.05444553340245781]","[1.815611968814331, 0.41134699461883434, 0.8608127954470767, 0.22343047932068752, 0.4011486290412089, 0.021237678428824312, 0.9286308999066697, 0.18571202659245278]","[0.1830812669613749, -0.06378090710979263, 0.18083422983186412, 0.07399924112936808, -0.5778286465802381, -0.11548148497477057, 0.8736558375820229, 0.08105742359868734]","[-0.18953819060933053, -0.07940361951704812, 0.6840415155943876, 0.20595317799096116, 0.0, 0.0, 1.1343020934482202, -1.1875736714533438]","[-0.004287204841598284, -0.10216955844172787, 0.8222069474593483, 0.1605831590983701, 0.8439728770412013, 0.2579060571392734, -0.3280010261484714, -0.05976972372229204]","[0.6840415155943876, 0.20595317799096116, 0.9286308999066697, 0.18571202659245278, 0.45727790592561657, 0.11877329752221445, -1.0382974209550642, -0.4715329555353729]","[0.4557695928319015, -0.09145764370489526, 0.0, 0.0, 0.0, 0.0, -0.05714285714287085, 0.1838082374568063]","[0.2694980143770631, 0.00039326172439271194, 0.6829915157502428, 0.1314212686609072, 0.18083422983186412, 0.07399924112936808, 0.6391263994774165, 0.10156986573155558]","[0.10538743829900588, 0.04823462266998825, 0.4011486290412089, 0.021237678428824312, 0.0, 0.0, 0.15991728191120075, 0.037809198457977665]","[-0.004287204841598284, -0.10216955844172787, 0.46836267092472145, -0.006120431184449095, 0.6840415155943876, 0.20595317799096116, 0.23261477099256203, 0.08418594525151574]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3801840211869615, 0.002709928008201336]","[0.4011486290412089, 0.021237678428824312, 0.11294090302260446, -0.1690702052292081, 0.9062255347949761, 0.2501100616703183, 0.4218410642925002, -0.015815738368090596]","[-0.3027815007751682, -0.1299698987575278, 0.5151377412472388, -0.06022387925126157, 0.3801840211869615, 0.002709928008201336, 0.5377513916149255, 0.014945275616651368]","[0.3801840211869615, 0.002709928008201336, 0.13643801815095621, -0.04637420772653828, 0.7358938804812435, 0.050611620000454, 0.652511894800505, -0.05675367517411886]","[-0.5778286465802381, -0.11548148497477057, 0.6436415421665875, -0.04079316605462587, 0.6792471336173533, 0.06596432375666639, 0.8427718262403131, 0.08814555072225794]","[0.06706790621561555, 0.02227853291729644, 0.3801840211869615, 0.002709928008201336, 0.23261477099256203, 0.08418594525151574, 1.694607875520568, 0.16344939113012052]","[0.9286308999066697, 0.18571202659245278, 0.13643801815095621, -0.04637420772653828, 0.3170727802524802, -0.008805318610819221, 1.4032174988967923, 0.21344175477091687]","[0.512709339705603, -0.06848661455556082, 0.6792471336173533, 0.06596432375666639, 0.4857390331204522, 0.06919991534077041, 1.4229457937855499, 0.39871382334026745]","[0.3801840211869615, 0.002709928008201336, 0.6840415155943876, 0.20595317799096116, 0.42973515010345303, 0.1419083110394769, 0.9131298850168794, 0.12959410524124507]","[0.6840415155943876, 0.20595317799096116, 0.4011486290412089, 0.021237678428824312, 1.0606752157988995, -0.04520784985792911, 0.9936775930941419, 0.17718971744804043]","[0.8427718262403131, 0.08814555072225794, 0.8222069474593483, 0.1605831590983701, 0.013959641615165145, -0.056139131112151935, 1.2607638270490955, 0.27376244873646083]"
2023-03-14 11:00:00+00:00,"[0.2701329358546289, 0.11487900277417429, 4.655217537499967, 1.6270686223531374, -0.20600391631268555, -0.18010653379647787, 0.620384374635785, 0.446426877591583]","[-0.20600391631268555, -0.18010653379647787, 0.17851983813862635, 0.08005604719192369, 0.2701329358546289, 0.11487900277417429, 0.10204267984387269, 0.1868247105799956]","[-0.3095402351554792, -0.060012663793977565, -0.20600391631268555, -0.18010653379647787, -0.11157790362896974, -0.09748082882966701, 0.18937610846657713, 0.028191864145293268]","[-0.20600391631268555, -0.18010653379647787, 0.18937610846657713, 0.028191864145293268, 0.10204267984387269, 0.1868247105799956, -0.17122459121469433, -0.03221129167599953]","[0.13962181285728104, 0.07734619655577757, 2.018901444335304, 0.4360222418250783, -0.1782873942465118, -0.05556706721156429, 0.1004580646389438, 0.07632836301587088]","[0.18937610846657713, 0.028191864145293268, -0.5207419487267927, -0.10806821375474142, -0.7848686712886589, -0.3157559024773075, 0.17851983813862635, 0.08005604719192369]","[-0.6420659851113272, -0.2831322188110119, -0.6132946508938636, -0.2162662218883154, -1.3042722294466425, -0.3834036399752284, 2.018901444335304, 0.4360222418250783]","[-0.22636299181277708, 0.07563634980826123, 0.2701329358546289, 0.11487900277417429, 0.6870647794862055, 0.1742421028396155, 3.204460115767592, 1.0708709867725803]","[-0.20600391631268555, -0.18010653379647787, -0.3888294651855726, -0.057997192155855797, -0.26662484541772247, -0.08426059397590623, 0.9079912304431577, 0.49007452253552275]","[-0.07639311328704704, 0.04043568740838892, 0.11644235981158244, 0.03683181493767077, -0.6132946508938636, -0.2162662218883154, -0.3095402351554792, -0.060012663793977565]","[-0.3095402351554792, -0.060012663793977565, 0.2701329358546289, 0.11487900277417429, 0.2394146208818383, 0.030881299084464287, 0.6743914511919631, 0.491014646565431]","[-0.22636299181277708, 0.07563634980826123, 0.6743914511919631, 0.491014646565431, -0.26662484541772247, -0.08426059397590623, -0.07639311328704704, 0.04043568740838892]","[-0.217703554828227, -0.055128330413866715, -0.17122459121469433, -0.03221129167599953, -0.015633829135887324, -0.003858861225411067, -0.11157790362896974, -0.09748082882966701]","[0.580240280611931, 0.2123842387494467, -0.012451943077699718, 0.06310407147856861, -0.26662484541772247, -0.08426059397590623, -0.3261623812531681, -0.0782841341796383]","[0.13962181285728104, 0.07734619655577757, 2.018901444335304, 0.4360222418250783, -0.1782873942465118, -0.05556706721156429, 0.01285544262119923, -0.11361766936024255]","[0.1004580646389438, 0.07632836301587088, 0.11981700113033948, 0.1599068674319032, -0.1982901559256537, -0.045513742047400156, 1.0274978557455956, 0.39908185154211046]","[0.10204267984387269, 0.1868247105799956, 2.018901444335304, 0.4360222418250783, 0.1800018044490432, 0.10951930285063537, -0.24038797041785104, 0.07377384836657061]","[0.009087228419974466, -0.014438919521662222, -0.6420659851113272, -0.2831322188110119, -0.5207419487267927, -0.10806821375474142, 1.076854668092203, 0.33481162492792266]","[0.1004580646389438, 0.07632836301587088, -0.2985336191545463, -0.12919155052069284, 0.18937610846657713, 0.028191864145293268, -0.005072585321015703, -0.01029004467697246]","[0.009087228419974466, -0.014438919521662222, -0.47036590961453995, -0.1741061417367219, -0.035355249563815784, -0.0064124135032128556, 0.1731242722599785, 0.17275863778172268]","[0.10204267984387269, 0.1868247105799956, -0.2985336191545463, -0.12919155052069284, -0.035355249563815784, -0.0064124135032128556, 0.1556570455947535, -0.020986251910390077]","[0.620384374635785, 0.446426877591583, 0.2701329358546289, 0.11487900277417429, -0.26662484541772247, -0.08426059397590623, -0.06201182915583479, -0.0665472851158828]","[0.1800018044490432, 0.10951930285063537, -0.05937564921134168, 0.08132345923579791, -0.1782873942465118, -0.05556706721156429, 0.580240280611931, 0.2123842387494467]","[0.6743914511919631, 0.491014646565431, 0.10204267984387269, 0.1868247105799956, -0.050099958016134295, -0.0001742155733069808, 0.6189077898236894, 0.316232859309283]","[-0.03198640942787757, -0.05425676203811932, -0.04199717945291791, 0.039140273854957185, -0.7848686712886589, -0.3157559024773075, 1.148041843019634, 0.4017576681498482]","[0.21047244617254318, 0.007397951690894904, -0.22636299181277708, 0.07563634980826123, 0.0, 0.0, 0.6494714884095151, -0.6519150473570949]","[0.020290942150218778, -0.0655190799848566, -0.6464290247603659, -0.08242618962930176, -0.15170290702648181, 0.13428578572818053, 2.0958193918446852, 0.5860045988173116]","[-0.22636299181277708, 0.07563634980826123, 0.6189077898236894, 0.316232859309283, 0.2909392487838559, 0.1705660541133499, 0.01849280692615658, -0.3261503327796058]","[-0.11157790362896974, -0.09748082882966701, 0.0, 0.0, 0.0, 0.0, 0.17337095852007578, 0.18066364920957145]","[-0.6551238820513994, -0.1962636859298625, -0.13792227517902428, 0.05037074842850629, -0.04199717945291791, 0.039140273854957185, 0.30064127198169155, 0.1614326815849565]","[0.2701329358546289, 0.11487900277417429, -0.050099958016134295, -0.0001742155733069808, 0.0, 0.0, -0.1774622181852125, -0.02682917967944803]","[0.020290942150218778, -0.0655190799848566, -0.26662484541772247, -0.08426059397590623, -0.22636299181277708, 0.07563634980826123, -0.3888294651855726, -0.057997192155855797]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11644235981158244, 0.03683181493767077]","[-0.050099958016134295, -0.0001742155733069808, -0.20600391631268555, -0.18010653379647787, 0.7665058501033142, 0.40593063309783145, 0.7968532494100856, 0.22789497301295164]","[-0.6420659851113272, -0.2831322188110119, 0.11515715157626383, -0.007683549438465758, 0.11644235981158244, 0.03683181493767077, -0.06494351409593097, -0.009029717768091083]","[0.11644235981158244, 0.03683181493767077, -0.6132946508938636, -0.2162662218883154, 0.13962181285728104, 0.07734619655577757, -0.2985336191545463, -0.12919155052069284]","[-0.7848686712886589, -0.3157559024773075, 0.18937610846657713, 0.028191864145293268, 0.1004580646389438, 0.07632836301587088, 0.43211564549418496, 0.19154862827600677]","[-0.020671710106440568, 0.009386763423261144, 0.11644235981158244, 0.03683181493767077, -0.3888294651855726, -0.057997192155855797, 0.0491958987644753, 0.12904283409079118]","[0.6189077898236894, 0.316232859309283, -0.6132946508938636, -0.2162662218883154, 0.01769936767212289, -0.0008555465452424177, -0.09897840427084234, 0.11924991670070034]","[-0.06201182915583479, -0.0665472851158828, 0.1004580646389438, 0.07632836301587088, -0.5207419487267927, -0.10806821375474142, -0.39327513317336954, 0.15891547609582063]","[0.11644235981158244, 0.03683181493767077, -0.22636299181277708, 0.07563634980826123, -0.05937564921134168, 0.08132345923579791, -0.1662467455131833, 0.040573822750010674]","[-0.22636299181277708, 0.07563634980826123, -0.050099958016134295, -0.0001742155733069808, 0.6870647794862055, 0.1742421028396155, 0.11981700113033948, 0.1599068674319032]","[0.43211564549418496, 0.19154862827600677, -0.6464290247603659, -0.08242618962930176, -0.1734901694102143, -0.091298300800669, -0.18745838033509693, 0.13451475846595318]"
